key,base,offset,value,default_type,default,default_ispublic,defaults_blendalpha,tv_type,tv,tv_ispublic,tv_blendalpha,watch_type,watch,watch_ispublic,watch_blendalpha
THEME_OHOS_COLOR_7,THEME_COLOR_SWATCH_KEY_BASE,6,306,ThemeConstantsType::COLOR,Color(0xffe64566),TRUE,,ThemeConstantsType::COLOR,Color(0xffe64566),TRUE,,ThemeConstantsType::COLOR,Color(0xffe02d50),TRUE,
THEME_OHOS_COLOR_8,THEME_COLOR_SWATCH_KEY_BASE,7,307,ThemeConstantsType::COLOR,Color(0xffe84026),TRUE,,ThemeConstantsType::COLOR,Color(0xffe84026),TRUE,,ThemeConstantsType::COLOR,Color(0xffe02d2f),TRUE,
THEME_OHOS_COLOR_9,THEME_COLOR_SWATCH_KEY_BASE,8,308,ThemeConstantsType::COLOR,Color(0xffed6f21),TRUE,,ThemeConstantsType::COLOR,Color(0xffed6f21),TRUE,,ThemeConstantsType::COLOR,Color(0xfffb6522),TRUE,
THEME_OHOS_COLOR_10,THEME_COLOR_SWATCH_KEY_BASE,9,309,ThemeConstantsType::COLOR,Color(0xfff9a01e),TRUE,,ThemeConstantsType::COLOR,Color(0xfff9a01e),TRUE,,ThemeConstantsType::COLOR,Color(0xffff9800),TRUE,
THEME_OHOS_COLOR_11,THEME_COLOR_SWATCH_KEY_BASE,10,310,ThemeConstantsType::COLOR,Color(0xfff7ce00),TRUE,,ThemeConstantsType::COLOR,Color(0xfff7ce00),TRUE,,ThemeConstantsType::COLOR,Color(0xffffbf00),TRUE,
THEME_OHOS_COLOR_FG_1,THEME_COLOR_SWATCH_KEY_BASE,11,311,ThemeConstantsType::COLOR,Color(0xff8981f7),TRUE,,ThemeConstantsType::COLOR,Color(0xff8981f7),TRUE,,,,,
THEME_OHOS_COLOR_FG_2,THEME_COLOR_SWATCH_KEY_BASE,12,312,ThemeConstantsType::COLOR,Color(0xff86c5e3),TRUE,,ThemeConstantsType::COLOR,Color(0xff86c5e3),TRUE,,,,,
THEME_OHOS_COLOR_FG_3,THEME_COLOR_SWATCH_KEY_BASE,13,313,ThemeConstantsType::COLOR,Color(0xff92d6cc),TRUE,,ThemeConstantsType::COLOR,Color(0xff92d6cc),TRUE,,ThemeConstantsType::COLOR,Color(0xff52e4eb),TRUE,
THEME_OHOS_COLOR_FG_4,THEME_COLOR_SWATCH_KEY_BASE,14,314,ThemeConstantsType::COLOR,Color(0xff92c48d),TRUE,,ThemeConstantsType::COLOR,Color(0xff92c48d),TRUE,,ThemeConstantsType::COLOR,Color(0xff76d96c),TRUE,
THEME_OHOS_COLOR_FG_5,THEME_COLOR_SWATCH_KEY_BASE,15,315,ThemeConstantsType::COLOR,Color(0xffbddb69),TRUE,,ThemeConstantsType::COLOR,Color(0xffbddb69),TRUE,,,,,
THEME_OHOS_COLOR_FG_6,THEME_COLOR_SWATCH_KEY_BASE,16,316,ThemeConstantsType::COLOR,Color(0xffc386f0),TRUE,,ThemeConstantsType::COLOR,Color(0xffc386f0),TRUE,,ThemeConstantsType::COLOR,Color(0xffb566ff),TRUE,
THEME_OHOS_COLOR_FG_7,THEME_COLOR_SWATCH_KEY_BASE,17,317,ThemeConstantsType::COLOR,Color(0xffe67c92),TRUE,,ThemeConstantsType::COLOR,Color(0xffe67c92),TRUE,,ThemeConstantsType::COLOR,Color(0xffff4569),TRUE,
THEME_OHOS_COLOR_FG_8,THEME_COLOR_SWATCH_KEY_BASE,18,318,ThemeConstantsType::COLOR,Color(0xffe87361),TRUE,,ThemeConstantsType::COLOR,Color(0xffe87361),TRUE,,ThemeConstantsType::COLOR,Color(0xffff4d4f),TRUE,
THEME_OHOS_COLOR_FG_9,THEME_COLOR_SWATCH_KEY_BASE,19,319,ThemeConstantsType::COLOR,Color(0xffed955f),TRUE,,ThemeConstantsType::COLOR,Color(0xffed955f),TRUE,,ThemeConstantsType::COLOR,Color(0xffff7500),TRUE,
THEME_OHOS_COLOR_FG_10,THEME_COLOR_SWATCH_KEY_BASE,20,320,ThemeConstantsType::COLOR,Color(0xfff9bc64),TRUE,,ThemeConstantsType::COLOR,Color(0xfff9bc64),TRUE,,,,,
THEME_OHOS_COLOR_FG_11,THEME_COLOR_SWATCH_KEY_BASE,21,321,ThemeConstantsType::COLOR,Color(0xfff5dc62),TRUE,,ThemeConstantsType::COLOR,Color(0xfff5dc62),TRUE,,,,,
THEME_OHOS_SPECIAL_COLOR_1,THEME_COLOR_SWATCH_KEY_BASE,23,323,ThemeConstantsType::COLOR,Color(0xffbbb2c8),TRUE,,ThemeConstantsType::COLOR,Color(0xffbbb2c8),TRUE,,ThemeConstantsType::COLOR,Color(0xff392f49),TRUE,
THEME_OHOS_SPECIAL_COLOR_2,THEME_COLOR_SWATCH_KEY_BASE,24,324,ThemeConstantsType::COLOR,Color(0xffb6c5d1),TRUE,,ThemeConstantsType::COLOR,Color(0xffb6c5d1),TRUE,,ThemeConstantsType::COLOR,Color(0xff343e4a),TRUE,
THEME_OHOS_SPECIAL_COLOR_3,THEME_COLOR_SWATCH_KEY_BASE,25,325,ThemeConstantsType::COLOR,Color(0xff000000),TRUE,,,,,,,,,
THEME_OHOS_SPECIAL_COLOR_4,THEME_COLOR_SWATCH_KEY_BASE,26,326,ThemeConstantsType::COLOR,Color(0xffb6c6b3),TRUE,,ThemeConstantsType::COLOR,Color(0xffb6c6b3),TRUE,,ThemeConstantsType::COLOR,Color(0xff3c4b34),TRUE,
THEME_OHOS_SPECIAL_COLOR_5,THEME_COLOR_SWATCH_KEY_BASE,27,327,ThemeConstantsType::COLOR,Color(0xff000000),TRUE,,,,,,,,,
THEME_OHOS_SPECIAL_COLOR_6,THEME_COLOR_SWATCH_KEY_BASE,28,328,ThemeConstantsType::COLOR,Color(0xff000000),TRUE,,,,,,,,,
THEME_OHOS_SPECIAL_COLOR_7,THEME_COLOR_SWATCH_KEY_BASE,29,329,ThemeConstantsType::COLOR,Color(0xffd1bfc5),TRUE,,ThemeConstantsType::COLOR,Color(0xffd1bfc5),TRUE,,ThemeConstantsType::COLOR,Color(0xff443038),TRUE,
THEME_OHOS_SPECIAL_COLOR_8,THEME_COLOR_SWATCH_KEY_BASE,30,330,ThemeConstantsType::COLOR,Color(0xff000000),TRUE,,,,,,,,,
THEME_OHOS_SPECIAL_COLOR_9,THEME_COLOR_SWATCH_KEY_BASE,31,331,ThemeConstantsType::COLOR,Color(0xffd4bfb8),TRUE,,ThemeConstantsType::COLOR,Color(0xffd4bfb8),TRUE,,ThemeConstantsType::COLOR,Color(0xff463630),TRUE,
THEME_OHOS_SPECIAL_COLOR_10,THEME_COLOR_SWATCH_KEY_BASE,32,332,ThemeConstantsType::COLOR,Color(0xff000000),TRUE,,,,,,,,,
THEME_OHOS_SPECIAL_COLOR_11,THEME_COLOR_SWATCH_KEY_BASE,33,333,ThemeConstantsType::COLOR,Color(0xffd2cab3),TRUE,,ThemeConstantsType::COLOR,Color(0xffd2cab3),TRUE,,ThemeConstantsType::COLOR,Color(0xff4a4333),TRUE,
THEME_OHOS_MASK_THIN,THEME_COLOR_SWATCH_KEY_BASE,34,334,ThemeConstantsType::COLOR,Color(0x33000000),TRUE,,ThemeConstantsType::COLOR,Color(0x33000000),TRUE,,,,,
THEME_OHOS_MASK_LIGHT,THEME_COLOR_SWATCH_KEY_BASE,35,335,ThemeConstantsType::COLOR,Color(0x66000000),TRUE,,ThemeConstantsType::COLOR,Color(0x66000000),TRUE,,,,,
THEME_OHOS_MASK_REGULAR,THEME_COLOR_SWATCH_KEY_BASE,36,336,ThemeConstantsType::COLOR,Color(0x99000000),TRUE,,ThemeConstantsType::COLOR,Color(0x99000000),TRUE,,,,,
THEME_OHOS_MASK_THICK,THEME_COLOR_SWATCH_KEY_BASE,37,337,ThemeConstantsType::COLOR,Color(0xcc000000),TRUE,,ThemeConstantsType::COLOR,Color(0xe5000000),TRUE,,,,,
THEME_OHOS_PRIMARY_CONTENT_ALPHA,THEME_ALPHA_KEY_BASE,,400,ThemeConstantsType::DOUBLE,0.9,TRUE,,ThemeConstantsType::DOUBLE,0.9,TRUE,,ThemeConstantsType::DOUBLE,1,TRUE,
THEME_OHOS_SECONDARY_CONTENT_ALPHA,THEME_ALPHA_KEY_BASE,1,401,ThemeConstantsType::DOUBLE,0.6,TRUE,,ThemeConstantsType::DOUBLE,0.6,TRUE,,ThemeConstantsType::DOUBLE,0.66,TRUE,
THEME_OHOS_TERTIARY_CONTENT_ALPHA,THEME_ALPHA_KEY_BASE,2,402,ThemeConstantsType::DOUBLE,0.4,TRUE,,ThemeConstantsType::DOUBLE,0.4,TRUE,,ThemeConstantsType::DOUBLE,0.4,TRUE,
THEME_OHOS_DISABLED_ALPHA,THEME_ALPHA_KEY_BASE,3,403,ThemeConstantsType::DOUBLE,0.4,TRUE,,ThemeConstantsType::DOUBLE,0.4,TRUE,,ThemeConstantsType::DOUBLE,0.4,TRUE,
THEME_OHOS_HIGHLIGHT_BG_ALPHA,THEME_ALPHA_KEY_BASE,4,404,ThemeConstantsType::DOUBLE,0.2,TRUE,,ThemeConstantsType::DOUBLE,0.4,TRUE,,ThemeConstantsType::DOUBLE,0.2,TRUE,
THEME_OHOS_NORMAL_BG_ALPHA,THEME_ALPHA_KEY_BASE,5,405,ThemeConstantsType::DOUBLE,0.1,TRUE,,ThemeConstantsType::DOUBLE,0.2,TRUE,,ThemeConstantsType::DOUBLE,0.15,TRUE,
THEME_OHOS_TIPS_BG_ALPHA,THEME_ALPHA_KEY_BASE,6,406,ThemeConstantsType::DOUBLE,0.05,TRUE,,ThemeConstantsType::DOUBLE,0.2,TRUE,,,,,
THEME_OHOS_DIVIDER_ALPHA,THEME_ALPHA_KEY_BASE,7,407,ThemeConstantsType::DOUBLE,0,TRUE,,ThemeConstantsType::DOUBLE,0.1,TRUE,,ThemeConstantsType::DOUBLE,0.15,TRUE,
THEME_OHOS_FOURTH_CONTENT_ALPHA,THEME_ALPHA_KEY_BASE,8,408,ThemeConstantsType::DOUBLE,0.2,TRUE,,ThemeConstantsType::DOUBLE,0.4,TRUE,,,,,
THEME_OHOS_TEXT_SIZE_HEADLINE1,THEME_FONT_SIZE_KEY_BASE,,500,ThemeConstantsType::DIMENSION,"Dimension(96.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(96.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(76.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_TEXT_SIZE_HEADLINE2,THEME_FONT_SIZE_KEY_BASE,1,501,ThemeConstantsType::DIMENSION,"Dimension(72.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(72.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(58.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_TEXT_SIZE_HEADLINE3,THEME_FONT_SIZE_KEY_BASE,2,502,ThemeConstantsType::DIMENSION,"Dimension(60.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(60.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(40.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_TEXT_SIZE_HEADLINE4,THEME_FONT_SIZE_KEY_BASE,3,503,ThemeConstantsType::DIMENSION,"Dimension(48.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(48.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(34.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_TEXT_SIZE_HEADLINE5,THEME_FONT_SIZE_KEY_BASE,4,504,ThemeConstantsType::DIMENSION,"Dimension(38.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(40.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(30.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_TEXT_SIZE_HEADLINE6,THEME_FONT_SIZE_KEY_BASE,5,505,ThemeConstantsType::DIMENSION,"Dimension(30.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(36.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::FP)",TRUE,
THEME_OHOS_TEXT_SIZE_HEADLINE7,THEME_FONT_SIZE_KEY_BASE,6,506,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(30.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(19.0, DimensionUnit::FP)",TRUE,
THEME_OHOS_TEXT_SIZE_HEADLINE8,THEME_FONT_SIZE_KEY_BASE,7,507,ThemeConstantsType::DIMENSION,"Dimension(20.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::FP)",TRUE,,,,,
THEME_OHOS_TEXT_SIZE_SUBTITLE1,THEME_FONT_SIZE_KEY_BASE,8,508,ThemeConstantsType::DIMENSION,"Dimension(18.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(20.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(19.0, DimensionUnit::FP)",TRUE,
THEME_OHOS_TEXT_SIZE_SUBTITLE2,THEME_FONT_SIZE_KEY_BASE,9,509,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(18.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(15.0, DimensionUnit::FP)",TRUE,
THEME_OHOS_TEXT_SIZE_SUBTITLE3,THEME_FONT_SIZE_KEY_BASE,10,510,ThemeConstantsType::DIMENSION,"Dimension(14.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::FP)",TRUE,,,,,
THEME_OHOS_TEXT_SIZE_BUTTON1,THEME_FONT_SIZE_KEY_BASE,11,511,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(18.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(19.0, DimensionUnit::FP)",TRUE,
THEME_OHOS_TEXT_SIZE_BUTTON2,THEME_FONT_SIZE_KEY_BASE,12,512,ThemeConstantsType::DIMENSION,"Dimension(14.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(14.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::FP)",TRUE,
THEME_OHOS_TEXT_SIZE_BODY1,THEME_FONT_SIZE_KEY_BASE,13,513,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(18.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(19.0, DimensionUnit::FP)",TRUE,
THEME_OHOS_TEXT_SIZE_BODY2,THEME_FONT_SIZE_KEY_BASE,14,514,ThemeConstantsType::DIMENSION,"Dimension(14.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(18.0, DimensionUnit::FP)",TRUE,
THEME_OHOS_TEXT_SIZE_BODY3,THEME_FONT_SIZE_KEY_BASE,15,515,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(14.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::FP)",TRUE,
THEME_OHOS_TEXT_SIZE_CAPTION,THEME_FONT_SIZE_KEY_BASE,16,516,ThemeConstantsType::DIMENSION,"Dimension(10.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(13.0, DimensionUnit::FP)",TRUE,
THEME_OHOS_TEXT_SIZE_CAPTION1,THEME_FONT_SIZE_KEY_BASE,17,517,ThemeConstantsType::DIMENSION,"Dimension(10.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(10.0, DimensionUnit::FP)",TRUE,,,,,
THEME_OHOS_TEXT_SIZE_CHART1,THEME_FONT_SIZE_KEY_BASE,18,518,ThemeConstantsType::DIMENSION,"Dimension(10.0, DimensionUnit::FP)",TRUE,,,,,,ThemeConstantsType::DIMENSION,"Dimension(10.0, DimensionUnit::FP)",TRUE,
THEME_OHOS_TEXT_SIZE_CHART2,THEME_FONT_SIZE_KEY_BASE,19,519,ThemeConstantsType::DIMENSION,"Dimension(0.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_OHOS_TEXT_SIZE_OVERLINE,THEME_FONT_SIZE_KEY_BASE,20,520,ThemeConstantsType::DIMENSION,"Dimension(14.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(18.0, DimensionUnit::FP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::FP)",TRUE,
THEME_OHOS_TEXT_SIZE_HEADLINE9,THEME_FONT_SIZE_KEY_BASE,21,521,ThemeConstantsType::DIMENSION,"Dimension(18.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_OHOS_TEXT_SIZE_BUTTON3,THEME_FONT_SIZE_KEY_BASE,22,522,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::FP)",TRUE,,,,,,,,,
THEME_OHOS_TEXT_FONT_FAMILY_REGULAR,THEME_FONT_FAMILY_KEY_BASE,,550,ThemeConstantsType::STRING,"""sans-serif""",TRUE,,,,,,,,,
THEME_OHOS_TEXT_FONT_FAMILY_MEDIUM,THEME_FONT_FAMILY_KEY_BASE,1,551,ThemeConstantsType::STRING,"""HwChinese-medium""",TRUE,,,,,,,,,
THEME_OHOS_CORNER_RADIUS_TOAST,THEME_RADIUS_COMPONENT_KEY_BASE,,600,ThemeConstantsType::DIMENSION,"Dimension(18.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(20.0, DimensionUnit::VP)",FALSE,
THEME_OHOS_CORNER_RADIUS_BADGE,THEME_RADIUS_COMPONENT_KEY_BASE,1,601,ThemeConstantsType::DIMENSION,"Dimension(14.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(14.0, DimensionUnit::VP)",FALSE,,,,,
THEME_OHOS_CORNER_RADIUS_TOOLTIPS,THEME_RADIUS_COMPONENT_KEY_BASE,2,602,ThemeConstantsType::DIMENSION,"Dimension(18.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",FALSE,,,,,
THEME_OHOS_CORNER_RADIUS_TOGGLE,THEME_RADIUS_COMPONENT_KEY_BASE,3,603,ThemeConstantsType::DIMENSION,"Dimension(14.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(18.0, DimensionUnit::VP)",FALSE,,,,,
THEME_OHOS_CORNER_RADIUS_SWITCHBAR,THEME_RADIUS_COMPONENT_KEY_BASE,4,604,ThemeConstantsType::DIMENSION,"Dimension(10.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(10.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(11.0, DimensionUnit::VP)",FALSE,
THEME_OHOS_CORNER_RADIUS_CHIPS,THEME_RADIUS_COMPONENT_KEY_BASE,5,605,ThemeConstantsType::DIMENSION,"Dimension(14.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(14.0, DimensionUnit::VP)",FALSE,,,,,
THEME_OHOS_CORNER_RADIUS_BUTTON,THEME_RADIUS_COMPONENT_KEY_BASE,6,606,ThemeConstantsType::DIMENSION,"Dimension(20.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(20.0, DimensionUnit::VP)",FALSE,,,,,
THEME_OHOS_CORNER_RADIUS_BUTTON_SMALL,THEME_RADIUS_COMPONENT_KEY_BASE,7,607,ThemeConstantsType::DIMENSION,"Dimension(14.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(14.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(20.0, DimensionUnit::VP)",FALSE,
THEME_OHOS_CORNER_RADIUS_MARK,THEME_RADIUS_COMPONENT_KEY_BASE,8,608,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",TRUE,,,,,
THEME_OHOS_CORNER_RADIUS_SUBTAB,THEME_RADIUS_COMPONENT_KEY_BASE,9,609,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(1.0, DimensionUnit::VP)",FALSE,,,,,
THEME_OHOS_CORNER_RADIUS_CLICKED,THEME_RADIUS_COMPONENT_KEY_BASE,10,610,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_CORNER_RADIUS_NOTIFICATION,THEME_RADIUS_COMPONENT_KEY_BASE,11,611,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",TRUE,,,,,
THEME_OHOS_CORNER_RADIUS_CARD,THEME_RADIUS_COMPONENT_KEY_BASE,12,612,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,,,,
THEME_OHOS_CORNER_RADIUS_PROGRESSBAR,THEME_RADIUS_COMPONENT_KEY_BASE,13,613,ThemeConstantsType::DIMENSION,"Dimension(2.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(2.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",FALSE,
THEME_OHOS_CORNER_RADIUS_DIALOG,THEME_RADIUS_COMPONENT_KEY_BASE,14,614,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",TRUE,,,,,
THEME_OHOS_CORNER_RADIUS_GRID,THEME_RADIUS_COMPONENT_KEY_BASE,15,615,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,,,,
THEME_OHOS_CORNER_RADIUS_CHECKBOX,THEME_RADIUS_COMPONENT_KEY_BASE,16,616,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",FALSE,
THEME_OHOS_CORNER_RADIUS_POPWINDOW,THEME_RADIUS_COMPONENT_KEY_BASE,17,617,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",FALSE,,,,,
THEME_OHOS_CORNER_RADIUS_BANNER,THEME_RADIUS_COMPONENT_KEY_BASE,18,618,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,,,,
THEME_OHOS_CORNER_RADIUS_ICON,THEME_RADIUS_COMPONENT_KEY_BASE,19,619,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(20.0, DimensionUnit::VP)",TRUE,,,,,
THEME_OHOS_CORNER_RADIUS_INPUTBOX,THEME_RADIUS_COMPONENT_KEY_BASE,20,620,ThemeConstantsType::DIMENSION,"Dimension(20.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",FALSE,,ThemeConstantsType::DIMENSION,"Dimension(22.0, DimensionUnit::VP)",FALSE,
THEME_OHOS_CORNER_RADIUS_BOTTOMSHEET,THEME_RADIUS_COMPONENT_KEY_BASE,21,621,ThemeConstantsType::DIMENSION,"Dimension(32.0, DimensionUnit::VP)",TRUE,,,,,,,,,
THEME_OHOS_CORNER_RADIUS_XLARGE,THEME_RADIUS_COMPONENT_KEY_BASE,23,623,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(32.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_CORNER_RADIUS_LARGE,THEME_RADIUS_COMMON_KEY_BASE,,650,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(16.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_CORNER_RADIUS_MEDIUMS,THEME_RADIUS_COMMON_KEY_BASE,1,651,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(10.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_CORNER_RADIUS_SMALL,THEME_RADIUS_COMMON_KEY_BASE,2,652,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(8.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(6.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_CORNER_RADIUS_XSMAL,THEME_RADIUS_COMMON_KEY_BASE,3,653,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(4.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(2.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_DIMENS_DEFAULT_START,THEME_SPACE_SCREEN_KEY_BASE,,700,ThemeConstantsType::DIMENSION,"Dimension(12.0, DimensionUnit::VP)",TRUE,,,,,,ThemeConstantsType::DIMENSION,"Dimension(11.0, DimensionUnit::VP)",TRUE,
THEME_OHOS_DIMENS_MAX_START,THEME_SPACE_SCREEN_KEY_BASE,1,701,ThemeConstantsType::DIMENSION,"Dimension(24.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(48.0, DimensionUnit::VP)",TRUE,,ThemeConstantsType::DIMENSION,"Dimension(26.0, DimensionUnit::VP)",TRUE,
