// single phase coef Number:=40,    upsample factor:=80,     downsample factor:=147
    0,   -9,  -55, -127, -106,   81,  193,  -60, -346,  -13,  565,  175, -868, -488, 1306, 1105,-2062,-2622, 4298,13518,14702, 6431,-1779,-2660,  580, 1555, -141, -968,  -53,  592,  131, -338, -143,  172,  125,  -77, -136,  -71,  -15,    0,
    0,   -9,  -54, -126, -107,   78,  194,  -55, -345,  -21,  562,  187, -860, -506, 1288, 1131,-2023,-2660, 4175,13435,14758, 6559,-1718,-2689,  544, 1565, -119, -972,  -68,  592,  139, -336, -148,  170,  127,  -75, -136,  -72,  -15,    0,
    0,   -8,  -53, -126, -108,   76,  195,  -50, -345,  -29,  559,  199, -851, -524, 1269, 1156,-1983,-2696, 4053,13350,14811, 6686,-1655,-2718,  508, 1575,  -96, -974,  -82,  592,  148, -335, -153,  168,  130,  -73, -136,  -73,  -15,    0,
    0,   -8,  -53, -125, -110,   73,  195,  -45, -344,  -37,  555,  211, -842, -542, 1251, 1181,-1942,-2731, 3932,13264,14863, 6813,-1591,-2747,  472, 1585,  -74, -977,  -96,  591,  156, -333, -158,  166,  132,  -71, -137,  -74,  -16,    0,
    0,   -8,  -52, -124, -111,   70,  196,  -40, -343,  -45,  551,  223, -833, -559, 1232, 1205,-1901,-2764, 3811,13177,14914, 6940,-1525,-2774,  435, 1594,  -51, -979, -110,  590,  165, -331, -162,  164,  134,  -69, -137,  -75,  -16,    0,
    0,   -8,  -51, -124, -112,   68,  196,  -35, -342,  -52,  547,  235, -824, -576, 1212, 1229,-1860,-2797, 3690,13089,14963, 7067,-1458,-2801,  398, 1603,  -28, -981, -125,  589,  174, -329, -167,  161,  137,  -67, -137,  -75,  -17,    0,
    0,   -7,  -50, -123, -114,   65,  196,  -31, -341,  -60,  543,  247, -814, -592, 1192, 1252,-1819,-2827, 3570,12999,15010, 7194,-1390,-2827,  361, 1611,   -4, -983, -139,  588,  182, -327, -172,  159,  139,  -65, -137,  -76,  -17,    0,
    0,   -7,  -49, -122, -115,   62,  197,  -26, -340,  -68,  539,  258, -805, -609, 1172, 1275,-1777,-2857, 3451,12908,15055, 7321,-1321,-2852,  323, 1619,   19, -984, -154,  586,  191, -324, -177,  157,  141,  -63, -138,  -77,  -18,    0,
    0,   -7,  -48, -122, -116,   59,  197,  -21, -338,  -76,  535,  269, -795, -625, 1152, 1296,-1735,-2885, 3332,12816,15098, 7448,-1250,-2877,  284, 1626,   42, -985, -168,  585,  200, -322, -181,  155,  143,  -61, -138,  -78,  -18,   -1,
    0,   -7,  -48, -121, -117,   56,  197,  -16, -337,  -83,  530,  281, -784, -640, 1132, 1318,-1693,-2912, 3214,12722,15140, 7574,-1178,-2900,  245, 1633,   66, -985, -183,  583,  208, -319, -186,  152,  146,  -59, -138,  -79,  -19,   -1,
    0,   -6,  -47, -120, -118,   54,  197,  -12, -335,  -90,  525,  292, -774, -656, 1111, 1338,-1650,-2938, 3096,12627,15180, 7701,-1105,-2923,  206, 1639,   90, -985, -198,  581,  217, -317, -191,  150,  148,  -57, -138,  -80,  -19,   -1,
    0,   -6,  -46, -119, -119,   51,  197,   -7, -334,  -98,  520,  302, -763, -671, 1090, 1358,-1607,-2962, 2979,12531,15218, 7827,-1031,-2945,  167, 1644,  114, -985, -212,  578,  225, -314, -195,  147,  150,  -54, -138,  -81,  -20,   -1,
    0,   -6,  -45, -118, -120,   48,  197,   -2, -332, -105,  515,  313, -752, -685, 1068, 1378,-1564,-2986, 2863,12434,15255, 7953, -955,-2966,  127, 1649,  138, -985, -227,  576,  234, -311, -200,  144,  152,  -52, -138,  -82,  -20,   -1,
    0,   -6,  -44, -118, -121,   45,  197,    2, -330, -112,  510,  324, -741, -700, 1047, 1396,-1521,-3007, 2747,12335,15290, 8079, -878,-2987,   87, 1654,  162, -984, -242,  573,  243, -308, -204,  142,  154,  -50, -138,  -83,  -21,   -1,
    0,   -5,  -44, -117, -122,   43,  197,    7, -328, -120,  505,  334, -730, -714, 1025, 1415,-1478,-3028, 2633,12236,15323, 8205, -800,-3006,   46, 1657,  186, -983, -256,  570,  251, -305, -209,  139,  156,  -48, -138,  -84,  -21,   -1,
    0,   -5,  -43, -116, -123,   40,  197,   11, -326, -127,  499,  344, -719, -728, 1003, 1432,-1434,-3047, 2519,12135,15354, 8330, -720,-3025,    6, 1661,  210, -981, -271,  567,  260, -301, -213,  136,  158,  -45, -138,  -85,  -22,   -1,
    0,   -5,  -42, -115, -124,   37,  196,   16, -324, -134,  494,  354, -707, -741,  981, 1449,-1390,-3065, 2405,12034,15383, 8455, -640,-3042,  -36, 1664,  234, -979, -285,  564,  268, -298, -218,  133,  160,  -43, -138,  -86,  -22,   -1,
